acc,loss
0.1,2.2993410180664062
0.1322,2.288577755126953
0.23356,2.269455450744629
0.26896,2.2398550271606443
0.2709,2.2075744329833986
0.29308,2.1648411657714846
0.31152,2.117360825500488
0.3226,2.0673869088745116
0.3365,2.0170806649780273
0.34248,1.9688786254882813
0.34788,1.924286385192871
0.35846,1.8820200396728515
0.36438,1.8414293814086915
0.3733,1.8072337567138672
0.38036,1.7762163665771484
0.3913,1.736800673828125
0.40232,1.7071716009521485
0.4044,1.6808848504638672
0.4107,1.6556616555786132
0.41426,1.6421546633911133
0.41784,1.631149362487793
0.42228,1.6167957553100587
0.43346,1.5811061575317382
0.43914,1.5636805563354492
0.44548,1.5448826663208008
0.44864,1.5310723568725586
0.45122,1.5234765682983398
0.45428,1.514187275390625
0.45668,1.5027821942138673
0.45658,1.502959615020752
0.4614,1.4899978503417968
0.46132,1.4901128469848632
0.46118,1.4903868969726564
0.46118,1.4904603797912597
0.46112,1.4905707763671876
0.46114,1.4906972764587403
0.46092,1.490851259765625
0.46078,1.49104033203125
0.46062,1.4912228147888185
0.4605,1.4914768391418458
0.46036,1.4916255107116698
0.46032,1.491864298248291
0.46038,1.492054898223877
0.4603,1.492209063720703
0.46018,1.4923947044372559
0.46006,1.4926442527770996
0.46008,1.4926352380371093
0.46012,1.49279325881958
0.46006,1.4930219860839844
0.45986,1.493238751220703
0.45976,1.4934472267150878
0.45968,1.4935558348083495
0.45954,1.4937311926269532
0.4593,1.4940530505371095
0.45914,1.4943089805603027
0.45912,1.494444105834961
0.45896,1.4945236738586425
0.45886,1.494737212524414
0.4586,1.494997413635254
0.45854,1.4951791160583496
0.4584,1.4953340893554687
0.45806,1.49554191986084
0.458,1.4955982760620117
0.45798,1.4957577612304687
0.45806,1.4958296296691895
0.45786,1.4960594581604003
0.45784,1.4962117977905274
0.4577,1.496391391143799
0.45774,1.4965456259155274
0.45774,1.4966950788879394
0.45758,1.4969543431091308
0.45746,1.4971047563171387
0.45758,1.497320228729248
0.46226,1.485136298828125
0.46214,1.4852757986450196
0.46196,1.4854460902404785
0.46192,1.4856386000061035
0.46182,1.4858938035583495
0.46178,1.4859872692871094
0.46172,1.486096922454834
0.46154,1.4862637145996094
0.46148,1.4864681675720215
0.46132,1.4866040672302245
0.46122,1.486698762664795
0.4611,1.4868627484130859
0.4611,1.4870476473999024
0.46102,1.4871866677856445
0.46098,1.4873051286315917
0.46094,1.4874843711853027
0.46074,1.4876630487060547
0.46064,1.487818497467041
0.46052,1.487930912628174
0.4605,1.4879766674804686
0.4604,1.4880849334716797
0.46034,1.4882348556518554
0.46024,1.4883961904907226
0.46022,1.488548370361328
0.4602,1.4887137341308594
0.45996,1.488890327758789
0.45984,1.4890801828002929
